DRUGS_ID,DRUGS_NAME,INN_ID,INN_NAME,NFC1_ID,MARKET_COUNT,SHARE_INTERNAL_LOC_1336951,INTERNAL_LIFT_LOC_1336951,EVENTS_COUNT_LOC_1336951,SHARE_INTERNAL_LOC_1419760,INTERNAL_LIFT_LOC_1419760,EVENTS_COUNT_LOC_1419760,SHARE_INTERNAL_LOC_98911,INTERNAL_LIFT_LOC_98911,EVENTS_COUNT_LOC_98911,SHARE_INTERNAL_LOC_416188,INTERNAL_LIFT_LOC_416188,EVENTS_COUNT_LOC_416188,SHARE_INTERNAL_LOC_108139,INTERNAL_LIFT_LOC_108139,EVENTS_COUNT_LOC_108139,SHARE_INTERNAL_LOC_584900,INTERNAL_LIFT_LOC_584900,EVENTS_COUNT_LOC_584900,SHARE_INTERNAL_LOC_129455,INTERNAL_LIFT_LOC_129455,EVENTS_COUNT_LOC_129455,SHARE_INTERNAL_LOC_28670,INTERNAL_LIFT_LOC_28670,EVENTS_COUNT_LOC_28670,SHARE_INTERNAL_LOC_493281,INTERNAL_LIFT_LOC_493281,EVENTS_COUNT_LOC_493281,SHARE_INTERNAL_LOC_28753,INTERNAL_LIFT_LOC_28753,EVENTS_COUNT_LOC_28753
33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",2757,ТОБРАМИЦИН,Офтальмологические,10,0.0,0.0,25.0,0.0,0.0,38.0,0.0,0.0,32.0,0.0,0.0,33.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,22.0,0.0,0.0,17.0,0.0,0.0,30.0,0.0,0.0,7.0
62632,"ОРТОФЕН, Sopharma (Болгария), табл. п/о кишечно-раств. 0,025 г блистер, #30",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,10,0.7782588181818183,201.8565,22.0,0.7055742631578947,126.5503,19.0,1.0,23.4718,2.0,0.522478,73.05930000000001,11.0,0.5608041818181818,42.4494,11.0,0.6862136,33.5175,10.0,0.6459356666666667,75.8059,9.0,0.723269625,113.9139,8.0,0.539016,20.1342,2.0,0.4704455,30.4741,8.0
73433,"ГЕРПЕВИР®, Корпорация Артериум  (Украина, Киев), табл. 400 мг блистер, #10",3297,АЦИКЛОВИР,Пероральные твердые обычные,10,0.4908946,46.4298,20.0,0.4554166,33.9678,30.0,0.54319852,35.1135,25.0,0.4796187647058823,53.8103,17.0,0.3792723333333334,12.5573,27.0,0.4118052083333333,12.7976,24.0,0.4082292916666666,21.6252,24.0,0.3546462307692307,21.9216,13.0,0.3889244761904762,14.9619,21.0,0.3666551249999999,25.1727,8.0
73434,"ГЕРПЕВИР®, Корпорация Артериум  (Украина, Киев), табл. 200 мг блистер, #20",3297,АЦИКЛОВИР,Пероральные твердые обычные,10,0.7097845161290323,128.67,31.0,0.700878125,43.9595,8.0,0.5769272272727273,60.5838,22.0,0.696263238095238,94.6231,21.0,0.6741161875,18.9394,16.0,0.691225125,40.4545,8.0,0.4662379583333333,49.3432,24.0,0.5805976428571429,39.6189,14.0,0.5195214444444445,45.8612,9.0,0.2570778571428571,31.9023,7.0
74436,"ГЕРПЕВИР®, Корпорация Артериум  (Украина, Киев), мазь 25 мг/г туба 5 г",3297,АЦИКЛОВИР,"Местно действующие, дерматологические, антигеморроидальные, наружные",10,0.5877960416666667,82.1896,24.0,0.5559176129032258,68.6828,31.0,0.4620829655172414,69.1385,29.0,0.4529161612903226,55.121500000000005,31.0,0.3513600833333333,15.4681,24.0,0.5138418461538461,29.6876,13.0,0.45748352,38.9624,25.0,0.3701340555555555,21.0936,18.0,0.6252243333333334,15.7873,15.0,0.4284054285714286,23.89,14.0
82447,"ИМЕТ®, Berlin-Chemie  (Германия), табл. п/плен. оболочкой 400 мг, #10",3138,ИБУПРОФЕН,Пероральные твердые обычные,10,0.855448875,480.6793,24.0,0.84574536,369.4887,25.0,0.7706836176470588,388.9524,34.0,0.8501905999999999,553.6799,25.0,0.851623,178.76420000000002,12.0,0.7790863571428571,235.7092,14.0,0.8977630833333333,213.1172,12.0,0.762962375,167.9043,8.0,0.6899613333333333,41.5076,3.0,0.5888266666666667,106.0548,3.0
82448,"ИМЕТ®, Berlin-Chemie  (Германия), табл. п/плен. оболочкой 400 мг, #20",3138,ИБУПРОФЕН,Пероральные твердые обычные,10,0.7950444545454546,498.1285,33.0,0.8278721212121213,373.4164,33.0,0.79417509375,270.5629,32.0,0.8601382068965517,334.8538,29.0,0.7004388666666667,167.0558,30.0,0.8516837727272727,203.1804,22.0,0.90887148,415.9163,25.0,0.863175,184.469,10.0,0.827871,226.3885,20.0,0.528374,1.383,1.0
99353,"НУРОФЕН, Reckitt Benckiser Healthcare International  (Великобритания), табл. п/о 200 мг блистер, #24",3138,ИБУПРОФЕН,Пероральные твердые обычные,10,0.8276667741935484,591.1376,31.0,0.8749711034482758,763.0154,29.0,0.8162079999999999,337.9894,28.0,0.8673728235294118,529.4478,17.0,0.7340245714285715,170.39530000000002,14.0,0.8170332,280.1564,20.0,0.8984299473684211,411.9891,19.0,0.7869354285714286,215.0595,7.0,0.8239878823529412,197.0408,17.0,0.5241493333333334,47.9762,3.0
108638,"ЭДЕМ, Фармак АО (Украина, Киев), сироп 0,5 мг/мл фл.стекл. с крыш.укуп.-навинч. 60 мл, с дозир. ложкой, #1",40218,ДЕЗЛОРАТАДИН,Пероральные жидкие обычные,10,0.6871585483870968,223.4948,31.0,0.6194432142857142,108.4248,14.0,0.6146757142857142,92.6728,21.0,0.607984,98.3491,21.0,0.7327013333333333,14.5087,6.0,0.350401,21.2804,10.0,0.4188263043478261,61.5844,23.0,0.4194693636363636,31.5557,11.0,0.4340298666666667,22.807,15.0,0.5,8.16,2.0
109181,"НУРОФЕН ДЛЯ ДЕТЕЙ, Reckitt Benckiser Healthcare International  (Великобритания), сусп. оральн. 100 мг/5 мл фл. 100 мл, с апельсиновым вкусом",3138,ИБУПРОФЕН,Пероральные жидкие обычные,10,0.898832,765.3266,28.0,0.9224302727272728,818.3262,11.0,0.8139142857142856,495.9982,21.0,0.8940618571428571,525.1624,21.0,0.7577626363636363,159.624,11.0,0.85005125,150.8561,8.0,0.8613510555555556,476.3801,18.0,0.7394035,189.3299,6.0,0.8286423333333333,154.1351,15.0,0.7443255,69.1282,4.0
110814,"НО-ШПА®, Opella Healthcare International  (Франция), табл. 40 мг контейнер дозирующ., #60",3147,ДРОТАВЕРИН,Пероральные твердые обычные,10,0.5471216428571429,117.2551,28.0,0.6783571,105.8941,20.0,0.57696625,105.3017,20.0,0.564471652173913,62.0187,23.0,0.4620098235294118,28.5418,17.0,0.7599505,62.189400000000006,12.0,0.6967510555555556,80.4115,18.0,0.586889125,129.548,16.0,0.4924039999999999,18.7955,5.0,0.7001052727272727,71.8373,11.0
111288,"ТИВОРТИН®, Юрия-Фарм ООО (Украина, Киев), р-р д/инф. 42 мг/мл бутылка стекл. 100 мл, в пачке, #1",350,АРГИНИН,Парентеральные обычные,10,0.3227548947368421,56.7102,19.0,0.3031948666666667,38.9967,30.0,0.32131825,23.5,8.0,0.562354875,11.6286,8.0,0.3589737777777777,3.6045,9.0,0.2523505,0.37,4.0,0.0470875,1.1,4.0,0.1544127058823529,13.2699,17.0,0.004993,0.41,1.0,0.0089078333333333,1.5876,12.0
135600,"АЦИК®, Sandoz (Швейцария), крем 5 % туба 2 г, #1",3297,АЦИКЛОВИР,"Местно действующие, дерматологические, антигеморроидальные, наружные",10,0.630946125,136.6562,32.0,0.5542184137931035,83.1871,29.0,0.4403831428571428,43.011700000000005,21.0,0.4887694642857143,66.1711,28.0,0.48102675,12.5742,20.0,0.44477625,20.2291,12.0,0.47263155,55.4149,20.0,0.4410578,30.3388,10.0,0.4794015263157895,18.5755,19.0,0.5002542857142858,25.1525,7.0
136698,"ОРТОФЕН-ЗДОРОВЬЕ ФОРТЕ, Здоровье Группа компаний ООО (Украина, Харьков), табл. п/о кишечно-раств. 50 мг блистер, #30",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,10,0.5006907500000001,90.1362,20.0,0.5919829666666666,114.519,30.0,0.4494366999999999,47.9419,20.0,0.5833668571428572,47.0167,21.0,0.5606887692307693,20.2136,26.0,0.432890347826087,26.7687,23.0,0.4306242777777778,53.093,18.0,0.5740462631578948,81.9969,19.0,0.5074098,13.4164,10.0,0.3725035454545455,34.6717,11.0
156589,"ЛЕРКАМЕН® 20, Berlin-Chemie  (Германия), табл. п/плен. оболочкой 20 мг блистер, #60",60436,ЛЕРКАНИДИПИН,Пероральные твердые обычные,10,0.6656571935483871,99.1083,31.0,0.5591554642857143,44.9731,28.0,0.5183315555555555,36.7006,27.0,0.628062,35.7182,11.0,0.1791824285714285,2.9955,7.0,0.3468059999999999,4.800000000000001,6.0,0.39563,12.4642,18.0,0.2444762222222222,26.9278,18.0,0.2148154285714285,1.72,7.0,0.1646675,0.33,2.0
175990,"НИКСАР, Berlin-Chemie  (Германия), табл. 20 мг блистер, #30",298137,БИЛАСТИН,Пероральные твердые обычные,10,0.2825638846153846,77.5241,26.0,0.138195,29.465,27.0,0.2688369285714285,20.4285,14.0,0.2364796923076923,22.4158,26.0,0.2651178461538461,5.9882,13.0,0.4003123999999999,2.7082,10.0,0.4185757499999999,29.6785,16.0,0.0,0.0,10.0,0.1774818,8.48,15.0,0.25,2.0,4.0
229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г",2733,ТРОКСЕРУТИН,"Местно действующие, дерматологические, антигеморроидальные, наружные",10,0.5271116206896551,71.1113,29.0,0.1865202,15.8434,30.0,0.3349566842105263,28.533,19.0,0.34520524,32.9552,25.0,0.5217224285714286,3.6582,7.0,0.3555916923076923,16.5351,13.0,0.2513056153846154,20.1701,13.0,0.6652473333333333,24.8341,6.0,0.135026,0.41,3.0,0.3816965,22.4428,10.0
235559,"НАЛГЕЗИН ФОРТЕ, KRKA d.d. Novo Mesto  (Словения), табл. п/плен. оболочкой 550 мг, #20",2969,НАПРОКСЕН,Пероральные твердые обычные,10,0.39459975,34.3759,32.0,0.5234601052631579,32.0554,19.0,0.4689522631578947,22.7453,19.0,0.5322192105263158,44.6061,19.0,0.1814455714285714,4.6796,14.0,0.2853673,9.6781,10.0,0.3871783888888889,27.4826,18.0,0.3313334,6.07,5.0,0.3115947142857142,7.4365,7.0,0.265549,5.41,4.0
350492,"НУРОФЕН ДЛЯ ДЕТЕЙ ФОРТЕ, Reckitt Benckiser Healthcare International  (Великобритания), сусп. оральн. 200 мг/5 мл фл. 100 мл, с клубничным вкусом",3138,ИБУПРОФЕН,Пероральные жидкие обычные,10,0.8438674666666667,563.9254,30.0,0.9102522333333332,663.9993000000001,30.0,0.8287819259259259,368.4059,27.0,0.8499359166666668,316.0287,24.0,0.7695964761904761,186.5605,21.0,0.7732787777777778,228.157,27.0,0.8455561851851853,443.088,27.0,0.556121,4.0,1.0,0.6926631052631579,160.3044,19.0,0.8628969999999999,7.1334,3.0
650512,"БРУФЕН® РАПИД, Abbott Products GmbH  (Германия), капс. мягкие 400 мг блистер, #10",3138,ИБУПРОФЕН,Пероральные твердые обычные,10,0.884657,746.7501,33.0,0.8964806666666667,638.5041,21.0,0.8215943529411764,276.9095,17.0,0.8323228260869565,449.876,23.0,0.7567943333333333,157.3867,18.0,0.7755158181818181,241.1818,11.0,0.8853146666666666,676.9977,18.0,0.8184236923076923,180.364,13.0,0.8482288333333333,109.3964,12.0,0.5234875999999999,46.1294,5.0
1014022,"НО-ШПА® ДЛЯ ИНЪЕКЦИЙ, Opella Healthcare International  (Франция), р-р д/ин. 40 мг амп. 2 мл, #25",3147,ДРОТАВЕРИН,Парентеральные обычные,10,0.0806216,5.26,20.0,0.0,0.0,20.0,0.0,0.0,22.0,0.1325655294117647,1.5653,17.0,0.0,0.0,14.0,0.0,0.0,13.0,0.0,0.0,22.0,0.0,0.0,8.0,0.25,0.98,8.0,0.0,0.0,8.0
4954,"ИБУПРОФЕН, Борщаговский ХФЗ ПАО (Украина, Киев), табл. п/плен. оболочкой 200 мг, #50",3138,ИБУПРОФЕН,Пероральные твердые обычные,9,0.7937353333333333,651.7366,15.0,0.8333093333333333,159.2178,12.0,,,,0.8384612916666666,316.9423,24.0,0.6855078181818182,106.9255,11.0,0.6800055,107.0889,16.0,0.8234303636363637,537.5613,11.0,0.8535670833333334,26.9554,12.0,0.7607486,114.0358,10.0,0.4672039999999999,22.1136,22.0
5050,"НАКЛОФЕН, KRKA d.d. Novo Mesto  (Словения), р-р д/ин. 75 мг амп. 3 мл, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,9,0.7606023333333333,119.6671,15.0,0.5291996363636364,144.0907,11.0,0.6175761666666667,47.5212,12.0,0.7591558,77.3808,10.0,0.4175975,16.9189,6.0,0.8610055,31.0201,6.0,0.2723535,15.156,8.0,0.421591125,29.8332,8.0,0.4378314,9.1094,5.0,,,
10918,"НАКЛОФЕН ДУО, KRKA d.d. Novo Mesto  (Словения), капс. 75 мг блистер, #20",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,9,0.8155321666666667,281.199,24.0,0.7476085,145.671,22.0,0.6967758636363637,150.4535,22.0,0.7393371538461538,140.3942,13.0,0.71368275,22.4523,8.0,0.7957821818181817,47.4759,11.0,0.8001758000000001,90.454,5.0,0.4804066666666666,36.5118,6.0,0.6336729999999999,15.4643,7.0,,,
25464,"ДИКЛОФЕНАК, Красная звезда ОАО (Украина, Харьков), табл. 0,05 г блистер, в пачке, #30",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,9,0.77331108,183.8396,25.0,0.6947385,32.5915,8.0,0.5701649,95.4692,10.0,0.5734463,53.4667,10.0,0.7284135555555555,45.5628,9.0,0.4399451,33.696200000000005,10.0,,,,0.3668625,48.9176,10.0,0.6499468,23.0749,5.0,0.4305533333333333,7.4251,3.0
28888,"КЛАРИТИН®, Bayer Consumer Health  (Швейцария), табл. 10 мг, #10",3030,ЛОРАТАДИН,Пероральные твердые обычные,9,0.3211674782608695,69.1524,23.0,0.557924947368421,130.1496,19.0,0.3641450666666666,22.2198,15.0,0.200793,14.5868,7.0,0.4482777999999999,15.1915,5.0,0.3907734444444444,27.2582,9.0,0.5724984285714285,61.3011,7.0,0.3806575,49.6481,4.0,0.5588594444444445,37.3476,9.0,,,
36782,"НАТРИЯ ДИКЛОФЕНАК-КВ, Киевский витаминный завод АО (Украина, Киев), капс. тверд. 25 мг блистер, #30",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,9,0.7701574999999999,251.2896,26.0,0.8428058333333334,37.4426,6.0,0.5955243157894736,59.1345,19.0,0.6440351785714286,155.8166,28.0,0.6303289999999999,24.8798,14.0,0.7226507272727273,33.608200000000004,11.0,0.7298140000000001,112.2806,14.0,,,,0.4148337272727273,17.6021,11.0,0.475213619047619,29.7353,21.0
41398,"ДРОТАВЕРИН, Корпорация Артериум  (Украина, Киев), табл. 40 мг блистер, #30",3147,ДРОТАВЕРИН,Пероральные твердые обычные,9,0.656396935483871,162.6296,31.0,,,,0.5721627857142858,62.3676,14.0,0.2776634444444444,7.421699999999999,9.0,0.4793403076923077,26.3943,13.0,0.55184385,21.8174,20.0,0.876614,23.8444,3.0,0.2844994736842105,23.0868,19.0,0.4688321818181818,29.0745,11.0,0.4959571666666666,22.3273,24.0
50178,"ДИКЛОФЕНАК-ДАРНИЦА, Дарница ЧАО (Украина, Киев), табл. п/о кишечно-раств. 25 мг контурн. ячейк. уп., #30",3170,ДИКЛОФЕНАК,Пероральные твердые обычные,9,0.7325835263157895,212.6884,19.0,0.7374567777777777,107.5771,18.0,,,,0.7498215,91.4005,4.0,0.6792183333333334,21.6647,6.0,0.249708,5.0479,3.0,0.7180567777777778,148.3557,9.0,0.5375476315789474,59.4873,19.0,0.7601905,6.5865,2.0,0.6101253,38.2971,10.0
69125,"ЛОРАТАДИН-ДАРНИЦА, Дарница ЧАО (Украина, Киев), табл. 10 мг контурн. ячейк. уп., #10",3030,ЛОРАТАДИН,Пероральные твердые обычные,9,,,,0.3580555714285714,55.2285,21.0,0.091358,0.0872,2.0,0.0,0.0,3.0,0.5492322857142857,39.2211,14.0,1.0,68.8089,2.0,0.3438046666666666,38.494600000000005,15.0,0.4726769333333333,31.2,15.0,0.450186,17.520699999999998,18.0,0.1027634761904762,14.7104,21.0
70279,"ДИКЛОБЕРЛ® N 75, Berlin-Chemie  (Германия), р-р д/ин. 75 мг амп. 3 мл, #5",3170,ДИКЛОФЕНАК,Парентеральные обычные,9,,,,0.5046957037037038,43.2414,27.0,0.5929597222222223,21.5814,18.0,0.5169251904761906,33.8548,21.0,0.2951222,5.5388,25.0,0.5375101481481481,16.5144,27.0,0.4421792,28.5882,25.0,0.24252105,21.1272,20.0,0.43737305,9.4234,20.0,0.24836635,10.7789,20.0
75148,"ОЛФЕН®-100 СР ДЕПОКАПС, Teva (Израиль), капс. пролонг. дейст. 100 мг, #20",3170,ДИКЛОФЕНАК,Пероральные твердые длительно действующие,9,0.845173111111111,290.6859,27.0,0.747566,135.3368,17.0,0.8177786666666668,130.7833,12.0,0.8069079583333334,154.7631,24.0,0.4439104,23.4868,5.0,0.6499425714285714,24.8447,7.0,0.7345813,132.6981,10.0,0.6427406666666666,76.12559999999999,9.0,0.0,0.0,1.0,,,
89669,"МУКОГЕН, Macleods Pharmaceuticals Ltd (Индия), табл. п/о 100 мг стрип, #30",95259,РЕБАМИПИД,Пероральные твердые обычные,9,0.0894666551724138,3.9038,29.0,0.1060485185185185,4.4166,27.0,0.0,0.0,18.0,0.0,0.0,20.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,18.0,0.0,0.0,7.0,0.0,0.0,3.0,,,
99351,"НУРОФЕН, Reckitt Benckiser Healthcare International  (Великобритания), табл. п/о 200 мг блистер, #6",3138,ИБУПРОФЕН,Пероральные твердые обычные,9,0.9066315,974.6996,20.0,0.9238744666666666,665.9079,15.0,0.894684111111111,445.2728,18.0,0.904737111111111,439.3393,9.0,0.8458907272727273,194.31,11.0,0.8860977857142858,168.1698,14.0,0.92616425,735.621,8.0,0.7861815555555556,131.3502,9.0,0.9137751818181818,174.8503,11.0,,,
102770,"НО-ШПА®, Opella Healthcare International  (Франция), табл. 40 мг фл., #100",3147,ДРОТАВЕРИН,Пероральные твердые обычные,9,0.70559278125,167.1638,32.0,0.7420176153846154,133.8436,26.0,0.6425327000000001,100.243,30.0,0.753891,97.9333,15.0,0.51741775,34.1253,12.0,0.6827353333333334,62.6463,6.0,0.7577060714285714,100.9485,14.0,0.79393175,101.8102,8.0,0.82719725,124.3476,4.0,,,
103309,"ДИКЛОФЕНАК, Лекхим ЧАО (Украина, Киев), супп. ректал. 0,1 г, #10",3170,ДИКЛОФЕНАК,Ректальные системные,9,0.3949717647058823,39.9421,17.0,0.451730125,16.2914,8.0,0.5998045714285715,64.4788,14.0,0.2321986428571428,50.1244,14.0,0.2867156,4.3943,5.0,0.2893325,5.5092,4.0,,,,0.76195475,8.32,4.0,0.0,0.0,1.0,0.2015432857142857,6.0,7.0
109182,"НУРОФЕН ДЛЯ ДЕТЕЙ, Reckitt Benckiser Healthcare International  (Великобритания), сусп. оральн. 100 мг/5 мл фл. 100 мл, с клубничным вкусом",3138,ИБУПРОФЕН,Пероральные жидкие обычные,9,0.9073755454545456,936.1067,22.0,0.9292711875,719.9875,16.0,0.8488005555555556,485.1621,18.0,0.868411380952381,475.5629,21.0,0.7488448,175.3302,10.0,0.842723375,263.4721,16.0,0.9209187777777778,478.7038,18.0,0.94161675,174.884,4.0,0.7827887272727273,135.0211,11.0,,,
110626,"ЭДЕМ, Фармак АО (Украина, Киев), табл. п/о 5 мг блистер, #10",40218,ДЕЗЛОРАТАДИН,Пероральные твердые обычные,9,,,,0.60375556,68.2158,25.0,0.5375473243243244,63.6159,37.0,0.4464398571428571,78.9361,28.0,0.6069932380952381,10.4592,21.0,0.5209934761904762,25.7079,21.0,0.458985193548387,43.2183,31.0,0.4645823333333333,19.52,9.0,0.4680142307692307,16.6971,13.0,0.0883936923076923,11.0764,13.0
114638,"ДИКЛАК® ГЕЛЬ, Sandoz (Швейцария), гель 5 % туба 50 г, #1",3170,ДИКЛОФЕНАК,"Местно действующие, дерматологические, антигеморроидальные, наружные",9,0.7104747575757576,242.0601,33.0,0.7285388928571429,199.3532,28.0,0.6147720952380953,97.9568,21.0,0.6727308,94.9908,10.0,0.5485198181818182,29.348,11.0,0.6985492727272727,42.9001,11.0,0.6590651111111111,61.0744,9.0,0.7219748,66.6755,5.0,0.449520875,15.4876,8.0,,,
122431,"НУРОФЕН ЭКСПРЕСС УЛЬТРАКАП, Reckitt Benckiser Healthcare International  (Великобритания), капс. мягкие 200 мг, #10",3138,ИБУПРОФЕН,Пероральные твердые обычные,9,0.8397856129032257,600.5759,31.0,0.8778052857142857,773.4394,28.0,0.910371105263158,372.6377,19.0,0.95197275,655.4614,8.0,0.7508977222222222,213.2264,18.0,0.8554117647058823,215.9434,17.0,0.9143364705882352,520.4354000000001,17.0,0.649288375,141.9412,16.0,0.8217555,211.8167,14.0,,,
