EVENT_ID,CLIENT_ID,INN_ID,INN_NAME,DRUGS_ID,DRUGS_NAME,NFC1_ID,NFC_ID,STOCKOUT_START,STOCKOUT_END,STOCKOUT_WEEKS,PRE_START,PRE_END,PRE_WEEKS,PRE_AVG_Q,MARKET_DURING_Q
108139_2733_0069,108139,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-06-24,2025-07-28,58,2024-05-27,2024-06-17,4,0.2375,529.29
108139_2757_0070,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-03-06,2023-03-06,1,2023-02-06,2023-02-27,4,0.3425,10.02
108139_2757_0071,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-04-03,2023-04-10,2,2023-03-06,2023-03-27,4,0.6475,5.0
108139_2757_0072,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-05-01,2023-05-01,1,2023-04-03,2023-04-24,4,0.43,5.0
108139_2757_0073,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-05-15,2023-05-15,1,2023-04-17,2023-05-08,4,0.5975,6.0
108139_2757_0074,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-06-19,2023-06-19,1,2023-05-22,2023-06-12,4,0.745,10.0
108139_2757_0075,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-07-03,2023-07-10,2,2023-06-05,2023-06-26,4,0.6875,8.55
108139_2757_0076,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-07-31,2023-07-31,1,2023-07-03,2023-07-24,4,0.175,7.87
108139_2757_0077,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-08-21,2023-09-11,4,2023-07-24,2023-08-14,4,0.535,56.0
108139_2757_0078,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-10-09,2023-10-09,1,2023-09-11,2023-10-02,4,0.29,8.0
108139_2757_0079,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-10-23,2023-10-23,1,2023-09-25,2023-10-16,4,0.4,11.0
108139_2757_0080,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-11-06,2023-11-06,1,2023-10-09,2023-10-30,4,0.24,8.0
108139_2757_0081,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-11-20,2023-11-27,2,2023-10-23,2023-11-13,4,0.135,24.0
108139_2757_0082,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-12-25,2024-01-08,3,2023-11-27,2023-12-18,4,0.195,21.0
108139_2757_0083,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-01-22,2024-03-11,8,2023-12-25,2024-01-15,4,0.105,87.0
108139_2757_0084,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-03-25,2024-04-08,3,2024-02-26,2024-03-18,4,0.085,25.0
108139_2757_0085,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-04-22,2024-05-20,5,2024-03-25,2024-04-15,4,0.1,65.0
108139_2757_0086,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-06-17,2024-06-24,2,2024-05-20,2024-06-10,4,0.3475,15.0
108139_2757_0087,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-07-29,2024-08-05,2,2024-07-01,2024-07-22,4,0.45,19.0
108139_2757_0088,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-08-19,2024-08-19,1,2024-07-22,2024-08-12,4,0.2975,11.0
108139_2757_0089,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-09-09,2024-10-07,5,2024-08-12,2024-09-02,4,0.3125,31.72
108139_2757_0090,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-10-21,2024-12-23,10,2024-09-23,2024-10-14,4,0.07,105.27
108139_2757_0091,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2025-01-13,2025-03-10,9,2024-12-16,2025-01-06,4,0.425,72.16
108139_2757_0092,108139,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2025-03-24,2025-03-24,1,2025-02-24,2025-03-17,4,0.055,5.08
