EVENT_ID,CLIENT_ID,INN_ID,INN_NAME,DRUGS_ID,DRUGS_NAME,NFC1_ID,NFC_ID,STOCKOUT_START,STOCKOUT_END,STOCKOUT_WEEKS,PRE_START,PRE_END,PRE_WEEKS,PRE_AVG_Q,POST_START,POST_END,POST_WEEKS,POST_STATUS,MARKET_PRE,MARKET_DURING,MARKET_GROWTH,INTERNAL_LIFT,LOST_SALES,TOTAL_EFFECT,SHARE_INTERNAL,SHARE_LOST,SUBSTITUTES_COUNT,SUBSTITUTES_WITH_LIFT,LIFT_SAME_NFC1,LIFT_DIFF_NFC1,SHARE_SAME_NFC1,SHARE_DIFF_NFC1
129455_2733_0048,129455,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-05-06,2024-05-20,3,2024-04-08,2024-04-29,4,0.75,2024-05-27,2024-06-17,4,valid,4.32,9.98,2.310185,0.0,9.98,9.98,0.0,1.0,1,0,0.0,0.0,,
129455_2733_0049,129455,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-07-01,2024-07-08,2,2024-06-03,2024-06-24,4,1.25,2024-07-15,2024-08-05,4,valid,9.74,11.0,1.129363,0.0,4.0,4.0,0.0,1.0,1,0,0.0,0.0,,
129455_2733_0050,129455,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-10-07,2025-06-02,35,2024-09-09,2024-09-30,4,0.5,2025-06-09,2025-06-30,4,valid,4.3,71.36,16.595349,1.0,47.42,48.42,0.020653,0.979347,1,1,1.0,0.0,1.0,0.0
129455_2733_0051,129455,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2025-06-16,2025-07-21,6,2025-05-19,2025-06-09,4,0.5,2025-07-28,2025-08-18,4,valid,5.0,16.23,3.246,0.0,1.418,1.418,0.0,1.0,1,0,0.0,0.0,,
129455_2733_0052,129455,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2025-08-11,2025-08-18,2,2025-07-14,2025-08-04,4,0.75,2025-08-25,2025-09-15,4,valid,10.71,4.0,0.373483,0.0,1.6144,1.6144,0.0,1.0,1,0,0.0,0.0,,
129455_2733_0053,129455,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2025-09-01,2025-10-06,6,2025-08-04,2025-08-25,4,0.5,2025-10-13,2025-11-03,4,valid,13.0,13.0,1.0,1.0,0.0,1.0,1.0,0.0,1,1,1.0,0.0,1.0,0.0
129455_2733_0054,129455,2733,ТРОКСЕРУТИН,4043,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 40 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2025-11-10,2025-11-10,1,2025-10-13,2025-11-03,4,0.5,2025-11-17,2025-12-08,4,valid,3.0,1.0,0.333333,0.0,1.0,1.0,0.0,1.0,0,0,0.0,0.0,,
129455_2733_0058,129455,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-04-03,2023-04-17,3,2023-03-06,2023-03-27,4,0.5,2023-04-24,2023-05-15,4,valid,9.75,2.97,0.304615,0.6954,0.3908,1.0862,0.640227,0.359773,1,1,0.6954,0.0,1.0,0.0
129455_2733_0059,129455,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-05-08,2023-05-22,3,2023-04-10,2023-05-01,4,0.485,2023-05-29,2023-06-19,4,valid,5.31,9.21,1.734463,0.0,2.97,2.97,0.0,1.0,1,0,0.0,0.0,,
129455_2733_0060,129455,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-06-05,2023-06-26,4,2023-05-08,2023-05-29,4,0.25,2023-07-03,2023-07-24,4,valid,12.47,30.65,2.457899,0.0,17.98,17.98,0.0,1.0,1,0,0.0,0.0,,
129455_2733_0061,129455,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-07-31,2023-08-28,5,2023-07-03,2023-07-24,4,0.505,2023-09-04,2023-09-25,4,valid,19.18,13.78,0.718457,0.89,2.0415,2.9315,0.303601,0.696399,1,1,0.89,0.0,1.0,0.0
129455_2733_0062,129455,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-09-11,2023-09-18,2,2023-08-14,2023-09-04,4,0.245,2023-09-25,2023-10-16,4,valid,11.41,4.0,0.35057,1.0,0.0,1.0,1.0,0.0,1,1,1.0,0.0,1.0,0.0
129455_2733_0063,129455,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-10-02,2023-11-13,7,2023-09-04,2023-09-25,4,0.495,2023-11-20,2023-12-11,4,valid,7.67,15.89,2.071708,0.0,9.49,9.49,0.0,1.0,1,0,0.0,0.0,,
129455_2733_0064,129455,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2023-12-18,2024-01-22,6,2023-11-20,2023-12-11,4,0.5,2024-01-29,2024-02-19,4,valid,4.88,16.69,3.420082,0.0,11.09,11.09,0.0,1.0,1,0,0.0,0.0,,
129455_2733_0065,129455,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-02-05,2024-04-08,10,2024-01-08,2024-01-29,4,0.5,2024-04-15,2024-05-06,4,valid,10.38,19.27,1.856455,5.01,5.7006,10.7106,0.467759,0.532241,1,1,5.01,0.0,1.0,0.0
129455_2733_0066,129455,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-04-29,2024-05-20,4,2024-04-01,2024-04-22,4,0.75,2024-05-27,2024-06-17,4,valid,3.32,10.98,3.307229,0.0,1.0,1.0,0.0,1.0,1,0,0.0,0.0,,
129455_2733_0067,129455,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-06-03,2024-07-22,8,2024-05-06,2024-05-27,4,0.25,2024-07-29,2024-08-19,4,valid,12.85,24.74,1.925292,6.0747,15.0,21.0747,0.288246,0.711754,1,1,6.0747,0.0,1.0,0.0
129455_2733_0068,129455,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-08-05,2024-08-12,2,2024-07-08,2024-07-29,4,0.25,2024-08-19,2024-09-09,4,valid,8.0,3.0,0.375,0.5,1.25,1.75,0.285714,0.714286,1,1,0.5,0.0,1.0,0.0
129455_2733_0069,129455,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2024-08-26,2025-04-21,35,2024-07-29,2024-08-19,4,0.5,2025-04-28,2025-05-19,4,valid,5.0,69.66,13.932,0.0,27.24,27.24,0.0,1.0,1,0,0.0,0.0,,
129455_2733_0070,129455,2733,ТРОКСЕРУТИН,229239,"ТРОКСЕВАЗИН, Teva (Израиль), гель 2 % туба 100 г","Местно действующие, дерматологические, антигеморроидальные, наружные",Гели и золи,2025-05-05,2025-08-25,17,2025-04-07,2025-04-28,4,0.25,2025-09-01,2025-09-22,4,valid,7.0,40.5,5.785714,6.0,15.32,21.32,0.281426,0.718574,1,1,6.0,0.0,1.0,0.0
129455_2757_0072,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-02-27,2023-03-06,2,2023-01-30,2023-02-20,4,1.0075,2023-03-13,2023-04-03,4,valid,5.31,6.62,1.246704,0.0,5.0242,5.0242,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0073,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-03-27,2023-04-03,2,2023-02-27,2023-03-20,4,1.0,2023-04-10,2023-05-01,4,valid,11.35,11.67,1.028194,0.0,4.1128,4.1128,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0074,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-05-01,2023-05-01,1,2023-04-03,2023-04-24,4,1.25,2023-05-08,2023-05-29,4,valid,10.49,2.0,0.190658,0.0,0.9533,0.9533,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0075,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-07-10,2023-07-10,1,2023-06-12,2023-07-03,4,2.0,2023-07-17,2023-08-07,4,valid,1.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0076,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-09-11,2023-09-11,1,2023-08-14,2023-09-04,4,1.245,2023-09-18,2023-10-09,4,valid,6.27,4.0,0.637959,0.0,3.177,3.177,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0077,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2023-10-09,2023-10-09,1,2023-09-11,2023-10-02,4,1.5,2023-10-16,2023-11-06,4,valid,14.7,1.0,0.068027,0.0,0.4082,0.4082,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0078,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-01-15,2024-01-15,1,2023-12-18,2024-01-08,4,1.75,2024-01-22,2024-02-12,4,valid,15.0,3.0,0.2,0.0,1.4,1.4,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0079,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-02-05,2024-02-12,2,2024-01-08,2024-01-29,4,1.0,2024-02-19,2024-03-11,4,valid,10.0,1.0,0.1,0.0,0.4,0.4,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0080,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-02-26,2024-03-25,5,2024-01-29,2024-02-19,4,0.5,2024-04-01,2024-04-22,4,valid,3.0,8.0,2.666667,0.0,5.3333,5.3333,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0081,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-06-24,2024-06-24,1,2024-05-27,2024-06-17,4,2.25,2024-07-01,2024-07-22,4,valid,13.25,5.0,0.377358,0.0,3.3962,3.3962,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0082,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-07-08,2024-07-29,4,2024-06-10,2024-07-01,4,1.0,2024-08-05,2024-08-26,4,valid,13.0,7.46,0.573846,0.0,2.2954,2.2954,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0083,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-08-12,2024-08-19,2,2024-07-15,2024-08-05,4,0.25,2024-08-26,2024-09-16,4,valid,11.46,3.0,0.26178,0.0,0.2618,0.2618,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0084,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-09-02,2024-09-16,3,2024-08-05,2024-08-26,4,0.5,2024-09-23,2024-10-14,4,valid,11.0,8.0,0.727273,0.0,1.4545,1.4545,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0085,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-11-25,2024-11-25,1,2024-10-28,2024-11-18,4,1.5,2024-12-02,2024-12-23,4,valid,14.52,2.87,0.197658,0.0,1.186,1.186,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0086,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2024-12-23,2024-12-30,2,2024-11-25,2024-12-16,4,2.61,2025-01-06,2025-01-27,4,valid,16.83,12.5,0.742721,0.0,7.754,7.754,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0087,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2025-03-10,2025-03-10,1,2025-02-10,2025-03-03,4,1.0,2025-03-17,2025-04-07,4,valid,13.06,5.97,0.457121,0.0,1.8285,1.8285,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0088,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2025-05-05,2025-05-12,2,2025-04-07,2025-04-28,4,1.44,2025-05-19,2025-06-09,4,valid,15.33,4.44,0.289628,0.0,1.6683,1.6683,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0089,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2025-06-30,2025-06-30,1,2025-06-02,2025-06-23,4,2.0,2025-07-07,2025-07-28,4,valid,15.67,9.79,0.624761,0.0,4.9981,4.9981,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0090,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2025-07-28,2025-07-28,1,2025-06-30,2025-07-21,4,1.255,2025-08-04,2025-08-25,4,valid,23.79,5.0,0.210172,0.0,1.0551,1.0551,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0091,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2025-08-11,2025-08-18,2,2025-07-14,2025-08-04,4,1.255,2025-08-25,2025-09-15,4,valid,17.48,11.0,0.629291,0.0,3.159,3.159,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0092,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2025-09-22,2025-09-22,1,2025-08-25,2025-09-15,4,2.5,2025-09-29,2025-10-20,4,valid,12.0,3.0,0.25,0.0,2.5,2.5,0.0,1.0,0,0,0.0,0.0,,
129455_2757_0093,129455,2757,ТОБРАМИЦИН,33729,"ТОБРЕКС®, Novartis Pharma (Швейцария), кап. глаз. 0,3 % фл.-капельн. 5 мл, #1",Офтальмологические,Жидкости,2025-10-13,2025-10-20,2,2025-09-15,2025-10-06,4,1.0,2025-10-27,2025-11-17,4,valid,15.75,7.0,0.444444,0.0,1.7778,1.7778,0.0,1.0,0,0,0.0,0.0,,
129455_350_1589,129455,350,АРГИНИН,51182,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), конц. д/р-ра д/инф. 400 мг/мл амп. 5 мл, в блист. в коробках, #10",Парентеральные обычные,Инфузии,2023-04-24,2023-05-22,5,2023-03-27,2023-04-17,4,0.0225,2023-05-29,2023-06-19,4,valid,36.75,22.11,0.601633,0.0,0.93,0.93,0.0,1.0,1,0,0.0,0.0,,
129455_350_1590,129455,350,АРГИНИН,51182,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), конц. д/р-ра д/инф. 400 мг/мл амп. 5 мл, в блист. в коробках, #10",Парентеральные обычные,Инфузии,2023-10-02,2024-08-19,47,2023-09-04,2023-09-25,4,0.1225,2024-08-26,2024-09-16,4,valid,26.5,239.61,9.041887,0.0,4.4,4.4,0.0,1.0,1,0,0.0,0.0,,
129455_350_1593,129455,350,АРГИНИН,111288,"ТИВОРТИН®, Юрия-Фарм ООО (Украина, Киев), р-р д/инф. 42 мг/мл бутылка стекл. 100 мл, в пачке, #1",Парентеральные обычные,Инфузии,2023-07-03,2023-07-03,1,2023-06-05,2023-06-26,4,0.75,2023-07-10,2023-07-31,4,valid,34.36,12.43,0.361758,0.0,1.0904,1.0904,0.0,1.0,1,0,0.0,0.0,,
129455_350_1594,129455,350,АРГИНИН,111288,"ТИВОРТИН®, Юрия-Фарм ООО (Украина, Киев), р-р д/инф. 42 мг/мл бутылка стекл. 100 мл, в пачке, #1",Парентеральные обычные,Инфузии,2023-07-17,2023-08-28,7,2023-06-19,2023-07-10,4,1.0,2023-09-04,2023-09-25,4,valid,31.33,33.7,1.075646,1.1,4.7402,5.8402,0.18835,0.81165,1,1,1.1,0.0,1.0,0.0
129455_350_1596,129455,350,АРГИНИН,111288,"ТИВОРТИН®, Юрия-Фарм ООО (Украина, Киев), р-р д/инф. 42 мг/мл бутылка стекл. 100 мл, в пачке, #1",Парентеральные обычные,Инфузии,2023-10-09,2025-01-27,69,2023-09-11,2023-10-02,4,1.2625,2025-02-03,2025-02-24,4,valid,23.41,355.41,15.181974,0.0,37.0912,37.0912,0.0,1.0,1,0,0.0,0.0,,
129455_350_1598,129455,350,АРГИНИН,111288,"ТИВОРТИН®, Юрия-Фарм ООО (Украина, Киев), р-р д/инф. 42 мг/мл бутылка стекл. 100 мл, в пачке, #1",Парентеральные обычные,Инфузии,2025-03-17,2025-06-23,15,2025-02-17,2025-03-10,4,1.0,2025-06-30,2025-07-21,4,valid,41.01,83.2,2.028773,0.0,19.4757,19.4757,0.0,1.0,1,0,0.0,0.0,,
129455_350_1600,129455,350,АРГИНИН,114335,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), табл. 0,75 г блистер, #30",Пероральные твердые обычные,Таблетки,2023-02-06,2023-02-06,1,2023-01-09,2023-01-30,4,0.2525,2023-02-13,2023-03-06,4,valid,6.14,2.06,0.335505,0.0,0.4231,0.4231,0.0,1.0,1,0,0.0,0.0,,
129455_350_1603,129455,350,АРГИНИН,114335,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), табл. 0,75 г блистер, #30",Пероральные твердые обычные,Таблетки,2023-06-26,2023-06-26,1,2023-05-29,2023-06-19,4,0.725,2023-07-03,2023-07-24,4,valid,29.5,9.19,0.311525,0.0,1.0436,1.0436,0.0,1.0,1,0,0.0,0.0,,
129455_350_1604,129455,350,АРГИНИН,114335,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), табл. 0,75 г блистер, #30",Пероральные твердые обычные,Таблетки,2023-07-31,2023-07-31,1,2023-07-03,2023-07-24,4,0.8325,2023-08-07,2023-08-28,4,valid,19.32,5.77,0.298654,0.0,0.2298,0.2298,0.0,1.0,1,0,0.0,0.0,,
129455_350_1605,129455,350,АРГИНИН,114335,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), табл. 0,75 г блистер, #30",Пероральные твердые обычные,Таблетки,2023-09-18,2023-09-18,1,2023-08-21,2023-09-11,4,1.3325,2023-09-25,2023-10-16,4,valid,24.3,9.49,0.390535,0.0,0.0084,0.0084,0.0,1.0,1,0,0.0,0.0,,
129455_350_1606,129455,350,АРГИНИН,114335,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), табл. 0,75 г блистер, #30",Пероральные твердые обычные,Таблетки,2023-10-02,2023-10-02,1,2023-09-04,2023-09-25,4,0.5825,2023-10-09,2023-10-30,4,valid,26.5,2.8,0.10566,0.0,1.179,1.179,0.0,1.0,1,0,0.0,0.0,,
129455_350_1607,129455,350,АРГИНИН,114335,"ГЛУТАРГИН, Здоровье Группа компаний ООО (Украина, Харьков), табл. 0,75 г блистер, #30",Пероральные твердые обычные,Таблетки,2023-10-16,2023-10-16,1,2023-09-18,2023-10-09,4,0.165,2023-10-23,2023-11-13,4,valid,17.08,4.93,0.288642,0.0845,0.0,0.0845,1.0,0.0,1,1,0.0,0.0845,0.0,1.0
